Municipio;año;Cultivo;Subregion;Latitud;Longitud;Altitud (msnm);Temp, Promedio (°C);Precipitación (mm/año);Produccion_toneladas;Clasificacion;Relieve Predominante
La Victoria;2004;Aguacate;Norte;4,52;-76,04;915;25;1100;9;Valle;Plano
La Victoria;2005;Aguacate;Norte;4,52;-76,04;915;25;1100;9;Valle;Plano
Palmira;2003;Guanábana;Sur;3,54;-76,3;1001;24;1150;9;Valle;Plano
Palmira;2005;Guanábana;Sur;3,54;-76,3;1001;24;1150;9;Valle;Plano
Versalles;2001;Maracuyá;Norte;4,58;-76,2;1864;17;2400;9;Ladera;Montañoso
Versalles;2005;Mora;Norte;4,58;-76,2;1864;17;2400;9;Ladera;Montañoso
Vijes;2005;Tomate de Árbol;Sur;3,71;-76,43;987;24;1100;9;Ladera;Montañoso
Yotoco;2003;Guanábana;Centro;3,86;-76,39;972;24;1250;9;Ladera;Montañoso
Yotoco;2004;Lulo;Centro;3,86;-76,39;972;24;1250;9;Ladera;Montañoso
Yumbo;2013;Mora;Sur;3,58;-76,49;995;25;1050;9;Valle;Plano
Yumbo;2014;Mora;Sur;3,58;-76,49;995;25;1050;9;Valle;Plano
Zarzal;2001;Guanábana;Norte;4,39;-76,07;916;25;1150;9;Valle;Plano
Calima Darién;2022;Granadilla;Centro;3,89;-76,49;1485;18;2300;9,31;Ladera;Montañoso
Calima Darién;2021;Granadilla;Centro;3,89;-76,49;1485;18;2300;9,31;Ladera;Montañoso
Palmira;2021;Mora;Sur;3,54;-76,3;1001;24;1150;9,6;Valle;Plano
Palmira;2022;Mora;Sur;3,54;-76,3;1001;24;1150;9,6;Valle;Plano
Yumbo;2020;Pitaya;Sur;3,58;-76,49;995;25;1050;9,6;Valle;Plano
Toro;2000;Melón;Norte;4,61;-76,08;950;24;1200;2132;Ladera;Montañoso
Andalucia;2003;Vid;Centro;4,17;-76,16;985;24;1100;10;Valle;Plano
Andalucia;2004;Vid;Centro;4,17;-76,16;985;24;1100;10;Valle;Plano
Ansermanuevo;2000;Mango;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Ansermanuevo;2001;Mango;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Ansermanuevo;2002;Aguacate;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Ansermanuevo;2009;Pitaya;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Ansermanuevo;2010;Pitaya;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Ansermanuevo;2011;Lulo;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Ansermanuevo;2016;Lulo;Norte;4,79;-76;1030;23;1600;10;Ladera;Montañoso
Buga;2003;Vid;Centro;3,9;-76,3;969;24;1050;10;Valle;Plano
Buga;2004;Vid;Centro;3,9;-76,3;969;24;1050;10;Valle;Plano
Buga;2013;Mango;Centro;3,9;-76,3;969;24;1050;10;Valle;Plano
Buga;2019;Aguacate;Centro;3,9;-76,3;969;24;1050;10;Valle;Plano
Buga;2021;Limón;Centro;3,9;-76,3;969;24;1050;10;Valle;Plano
Cali;2012;Lulo;Sur;3,45;-76,53;995;24;1450;10;Valle;Plano
Cali;2015;Aguacate;Sur;3,45;-76,53;995;24;1450;10;Valle;Plano
El Aguila;2016;Maracuyá;Norte;4,91;-76,04;1800;17;2600;10;Ladera;Montañoso
El Aguila;2019;Durazno;Norte;4,91;-76,04;1800;17;2600;10;Ladera;Montañoso
El Aguila;2021;Fresa;Norte;4,91;-76,04;1800;17;2600;10;Ladera;Montañoso
El Aguila;2022;Fresa;Norte;4,91;-76,04;1800;17;2600;10;Ladera;Montañoso
El Dovio;2002;Papaya;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2003;Papaya;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2006;Maracuyá;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2007;Guayaba;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2007;Maracuyá;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2009;Maracuyá;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2010;Maracuyá;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2012;Granadilla;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
El Dovio;2012;Maracuyá;Norte;4,51;-76,24;1434;20;2400;10;Ladera;Montañoso
Florida;2015;Pitaya;Sur;3,32;-76,23;1038;23;1500;10;Ladera;Montañoso
Florida;2016;Pitaya;Sur;3,32;-76,23;1038;23;1500;10;Ladera;Montañoso
Ginebra;2019;Lulo;Sur;3,73;-76,27;1100;23;1300;10;Ladera;Montañoso
Guacarí;2001;Papaya;Centro;3,76;-76,33;980;24;1100;10;Valle;Plano
La Cumbre;2000;Maracuyá;Sur;3,64;-76,56;1550;19;2100;10;Ladera;Montañoso
La Victoria;2003;Aguacate;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2006;Vid;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2007;Vid;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2008;Vid;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2009;Vid;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2010;Aguacate;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2010;Vid;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2011;Aguacate;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2012;Aguacate;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
La Victoria;2022;Guanábana;Norte;4,52;-76,04;915;25;1100;10;Valle;Plano
Restrepo;2004;Mora;Centro;3,82;-76,52;1400;20;1600;10;Ladera;Montañoso
Restrepo;2015;Mango;Centro;3,82;-76,52;1400;20;1600;10;Ladera;Montañoso
Riofrío;2013;Mango;Centro;4,16;-76,29;965;24;1300;10;Ladera;Montañoso
Roldanillo;2010;Mora;Norte;4,41;-76,15;966;24;1150;10;Ladera;Montañoso
Roldanillo;2012;Lulo;Norte;4,41;-76,15;966;24;1150;10;Ladera;Montañoso
Tuluá;2002;Aguacate;Centro;4,08;-76,19;960;24;1200;10;Valle;Plano
Ulloa;2008;Bananito;Norte;4,7;-75,84;1350;21;2100;10;Ladera;Montañoso
Ulloa;2009;Bananito;Norte;4,7;-75,84;1350;21;2100;10;Ladera;Montañoso
Versalles;2002;Brevo;Norte;4,58;-76,2;1864;17;2400;10;Ladera;Montañoso
Versalles;2003;Maracuyá;Norte;4,58;-76,2;1864;17;2400;10;Ladera;Montañoso
Vijes;2010;Mango;Sur;3,71;-76,43;987;24;1100;10;Ladera;Montañoso
Vijes;2011;Mango;Sur;3,71;-76,43;987;24;1100;10;Ladera;Montañoso
Yotoco;2012;Piña;Centro;3,86;-76,39;972;24;1250;10;Ladera;Montañoso
Yotoco;2014;Pitaya;Centro;3,86;-76,39;972;24;1250;10;Ladera;Montañoso
Yumbo;2007;Manzana;Sur;3,58;-76,49;995;25;1050;10;Valle;Plano
Yumbo;2022;Zapote;Sur;3,58;-76,49;995;25;1050;10;Valle;Plano
Yumbo;2018;Mora;Sur;3,58;-76,49;995;25;1050;10,2;Valle;Plano
Yumbo;2022;Granadilla;Sur;3,58;-76,49;995;25;1050;10,2;Valle;Plano
Argelia;2022;Limón;Norte;4,48;-76,11;1560;20;2200;10,36;Ladera;Montañoso
Zarzal;2021;Vid;Norte;4,39;-76,07;916;25;1150;10,7;Valle;Plano
El Cairo;2000;Tomate de Árbol;Norte;4,76;-76,22;1850;17;2800;10,8;Ladera;Montañoso
Ansermanuevo;2014;Mora;Norte;4,79;-76;1030;23;1600;11;Ladera;Montañoso
Ansermanuevo;2015;Mora;Norte;4,79;-76;1030;23;1600;11;Ladera;Montañoso
El Aguila;2008;Tomate de Árbol;Norte;4,91;-76,04;1800;17;2600;11;Ladera;Montañoso
El Cairo;2010;Tomate de Árbol;Norte;4,76;-76,22;1850;17;2800;11;Ladera;Montañoso
El Cairo;2016;Tomate de Árbol;Norte;4,76;-76,22;1850;17;2800;11;Ladera;Montañoso
Ginebra;2011;Mora;Sur;3,73;-76,27;1100;23;1300;11;Ladera;Montañoso
Jamundí;2003;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;11;Valle;Plano
La Victoria;2021;Vid;Norte;4,52;-76,04;915;25;1100;11;Valle;Plano
Palmira;2004;Brevo;Sur;3,54;-76,3;1001;24;1150;11;Valle;Plano
Riofrío;2011;Mora;Centro;4,16;-76,29;965;24;1300;11;Ladera;Montañoso
Riofrío;2012;Mora;Centro;4,16;-76,29;965;24;1300;11;Ladera;Montañoso
El Cairo;2000;Granadilla;Norte;4,76;-76,22;1850;17;2800;11,44;Ladera;Montañoso
Argelia;2022;Mandarina;Norte;4,48;-76,11;1560;20;2200;11,8;Ladera;Montañoso
Ansermanuevo;2009;Cítricos;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Ansermanuevo;2013;Maracuyá;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Ansermanuevo;2014;Maracuyá;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Ansermanuevo;2015;Maracuyá;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Ansermanuevo;2020;Mora;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Ansermanuevo;2021;Mora;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Ansermanuevo;2022;Mora;Norte;4,79;-76;1030;23;1600;12;Ladera;Montañoso
Argelia;2000;Cítricos;Norte;4,48;-76,11;1560;20;2200;12;Ladera;Montañoso
Argelia;2001;Cítricos;Norte;4,48;-76,11;1560;20;2200;12;Ladera;Montañoso
Argelia;2002;Cítricos;Norte;4,48;-76,11;1560;20;2200;12;Ladera;Montañoso
Buga;2003;Morera;Centro;3,9;-76,3;969;24;1050;12;Valle;Plano
Buga;2013;Mora;Centro;3,9;-76,3;969;24;1050;12;Valle;Plano
Buga;2018;Mango;Centro;3,9;-76,3;969;24;1050;12;Valle;Plano
Buga;2019;Mango;Centro;3,9;-76,3;969;24;1050;12;Valle;Plano
Buga;2021;Aguacate;Centro;3,9;-76,3;969;24;1050;12;Valle;Plano
Cartago;2000;Granadilla;Norte;4,75;-75,91;917;25;1300;12;Valle;Plano
El Aguila;2021;Durazno;Norte;4,91;-76,04;1800;17;2600;12;Ladera;Montañoso
El Aguila;2022;Durazno;Norte;4,91;-76,04;1800;17;2600;12;Ladera;Montañoso
El Cairo;2002;Pitaya;Norte;4,76;-76,22;1850;17;2800;12;Ladera;Montañoso
El Cairo;2006;Lulo;Norte;4,76;-76,22;1850;17;2800;12;Ladera;Montañoso
El Dovio;2000;Guayaba;Norte;4,51;-76,24;1434;20;2400;12;Ladera;Montañoso
El Dovio;2002;Guayaba;Norte;4,51;-76,24;1434;20;2400;12;Ladera;Montañoso
El Dovio;2005;Mora;Norte;4,51;-76,24;1434;20;2400;12;Ladera;Montañoso
El Dovio;2011;Mora;Norte;4,51;-76,24;1434;20;2400;12;Ladera;Montañoso
Florida;2001;Papaya;Sur;3,32;-76,23;1038;23;1500;12;Ladera;Montañoso
Florida;2002;Papaya;Sur;3,32;-76,23;1038;23;1500;12;Ladera;Montañoso
Florida;2008;Aguacate;Sur;3,32;-76,23;1038;23;1500;12;Ladera;Montañoso
Florida;2009;Aguacate;Sur;3,32;-76,23;1038;23;1500;12;Ladera;Montañoso
Florida;2018;Curuba;Sur;3,32;-76,23;1038;23;1500;12;Ladera;Montañoso
Jamundí;2008;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;12;Valle;Plano
Jamundí;2009;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;12;Valle;Plano
Jamundí;2012;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;12;Valle;Plano
La Cumbre;2002;Mora;Sur;3,64;-76,56;1550;19;2100;12;Ladera;Montañoso
La Unión;2012;Guanábana;Norte;4,53;-76,1;975;24;1100;12;Ladera;Montañoso
Palmira;2003;Brevo;Sur;3,54;-76,3;1001;24;1150;12;Valle;Plano
Palmira;2017;Curuba;Sur;3,54;-76,3;1001;24;1150;12;Valle;Plano
Pradera;2019;Aguacate;Sur;3,42;-76,24;1070;23;1400;12;Ladera;Montañoso
Restrepo;2004;Bananito;Centro;3,82;-76,52;1400;20;1600;12;Ladera;Montañoso
Restrepo;2005;Mora;Centro;3,82;-76,52;1400;20;1600;12;Ladera;Montañoso
Roldanillo;2013;Mora;Norte;4,41;-76,15;966;24;1150;12;Ladera;Montañoso
Roldanillo;2014;Mora;Norte;4,41;-76,15;966;24;1150;12;Ladera;Montañoso
Roldanillo;2015;Mora;Norte;4,41;-76,15;966;24;1150;12;Ladera;Montañoso
San Pedro;2000;Curuba;Centro;3,99;-76,23;980;24;1200;12;Valle;Plano
San Pedro;2003;Papaya;Centro;3,99;-76,23;980;24;1200;12;Valle;Plano
Trujillo;2011;Guanábana;Centro;4,22;-76,33;1260;21;2100;12;Ladera;Montañoso
Versalles;2002;Guayaba;Norte;4,58;-76,2;1864;17;2400;12;Ladera;Montañoso
Versalles;2003;Brevo;Norte;4,58;-76,2;1864;17;2400;12;Ladera;Montañoso
Versalles;2004;Guayaba;Norte;4,58;-76,2;1864;17;2400;12;Ladera;Montañoso
Versalles;2005;Guayaba;Norte;4,58;-76,2;1864;17;2400;12;Ladera;Montañoso
Versalles;2006;Mora;Norte;4,58;-76,2;1864;17;2400;12;Ladera;Montañoso
Yumbo;2007;Granadilla;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2010;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2011;Tomate de Árbol;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2015;Zapote;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2016;Pitaya;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2017;Pitaya;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2018;Pitaya;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2018;Zapote;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2019;Pitaya;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Yumbo;2021;Zapote;Sur;3,58;-76,49;995;25;1050;12;Valle;Plano
Calima Darién;2020;Gulupa;Centro;3,89;-76,49;1485;18;2300;12,5;Ladera;Montañoso
Yumbo;2021;Maracuyá;Sur;3,58;-76,49;995;25;1050;12,5;Valle;Plano
La Unión;2021;Piña;Norte;4,53;-76,1;975;24;1100;12,6;Ladera;Montañoso
Ansermanuevo;2003;Aguacate;Norte;4,79;-76;1030;23;1600;13;Ladera;Montañoso
Ansermanuevo;2004;Tomate de Árbol;Norte;4,79;-76;1030;23;1600;13;Ladera;Montañoso
Ansermanuevo;2005;Tomate de Árbol;Norte;4,79;-76;1030;23;1600;13;Ladera;Montañoso
Ansermanuevo;2010;Lulo;Norte;4,79;-76;1030;23;1600;13;Ladera;Montañoso
El Dovio;2004;Tomate de Árbol;Norte;4,51;-76,24;1434;20;2400;13;Ladera;Montañoso
Ginebra;2002;Granadilla;Sur;3,73;-76,27;1100;23;1300;13;Ladera;Montañoso
La Cumbre;2001;Maracuyá;Sur;3,64;-76,56;1550;19;2100;13;Ladera;Montañoso
Pradera;2011;Cítricos;Sur;3,42;-76,24;1070;23;1400;13;Ladera;Montañoso
Roldanillo;2005;Mora;Norte;4,41;-76,15;966;24;1150;13;Ladera;Montañoso
Roldanillo;2011;Mora;Norte;4,41;-76,15;966;24;1150;13;Ladera;Montañoso
Sevilla;2020;Guayaba;Centro;4,26;-75,93;1612;19;2200;13;Ladera;Montañoso
Versalles;2015;Fresa;Norte;4,58;-76,2;1864;17;2400;13;Ladera;Montañoso
Yotoco;2009;Lulo;Centro;3,86;-76,39;972;24;1250;13;Ladera;Montañoso
Yumbo;2001;Maracuyá;Sur;3,58;-76,49;995;25;1050;13;Valle;Plano
Yumbo;2002;Maracuyá;Sur;3,58;-76,49;995;25;1050;13;Valle;Plano
El Cairo;2000;Mora;Norte;4,76;-76,22;1850;17;2800;13,01;Ladera;Montañoso
Palmira;2020;Curuba;Sur;3,54;-76,3;1001;24;1150;13,2;Valle;Plano
Palmira;2021;Curuba;Sur;3,54;-76,3;1001;24;1150;13,2;Valle;Plano
Palmira;2022;Curuba;Sur;3,54;-76,3;1001;24;1150;13,2;Valle;Plano
Florida;2022;Macadamia;Sur;3,32;-76,23;1038;23;1500;13,24;Ladera;Montañoso
Yumbo;2019;Zapote;Sur;3,58;-76,49;995;25;1050;13,44;Valle;Plano
Yumbo;2020;Zapote;Sur;3,58;-76,49;995;25;1050;13,44;Valle;Plano
Argelia;2004;Cítricos;Norte;4,48;-76,11;1560;20;2200;14;Ladera;Montañoso
Bolivar;2020;Tomate de Árbol;Norte;4,34;-76,18;978;24;1100;14;Ladera;Montañoso
Buga;2014;Guayaba;Centro;3,9;-76,3;969;24;1050;14;Valle;Plano
Buga;2015;Guayaba;Centro;3,9;-76,3;969;24;1050;14;Valle;Plano
Buga;2018;Aguacate;Centro;3,9;-76,3;969;24;1050;14;Valle;Plano
Buga;2018;Brevo;Centro;3,9;-76,3;969;24;1050;14;Valle;Plano
El Aguila;2000;Lulo;Norte;4,91;-76,04;1800;17;2600;14;Ladera;Montañoso
El Aguila;2016;Granadilla;Norte;4,91;-76,04;1800;17;2600;14;Ladera;Montañoso
El Cairo;2011;Mora;Norte;4,76;-76,22;1850;17;2800;14;Ladera;Montañoso
El Cairo;2012;Mora;Norte;4,76;-76,22;1850;17;2800;14;Ladera;Montañoso
El Cerrito;2016;Mora;Sur;3,68;-76,31;987;24;1150;14;Valle;Plano
El Dovio;2002;Mora;Norte;4,51;-76,24;1434;20;2400;14;Ladera;Montañoso
El Dovio;2011;Pitaya;Norte;4,51;-76,24;1434;20;2400;14;Ladera;Montañoso
El Dovio;2012;Pitaya;Norte;4,51;-76,24;1434;20;2400;14;Ladera;Montañoso
Florida;2008;Curuba;Sur;3,32;-76,23;1038;23;1500;14;Ladera;Montañoso
Florida;2009;Curuba;Sur;3,32;-76,23;1038;23;1500;14;Ladera;Montañoso
Florida;2021;Macadamia;Sur;3,32;-76,23;1038;23;1500;14;Ladera;Montañoso
Ginebra;2003;Zapote;Sur;3,73;-76,27;1100;23;1300;14;Ladera;Montañoso
Guacarí;2001;Tomate de Árbol;Centro;3,76;-76,33;980;24;1100;14;Valle;Plano
Jamundí;2011;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;14;Valle;Plano
Pradera;2022;Mandarina;Sur;3,42;-76,24;1070;23;1400;14;Ladera;Montañoso
Restrepo;2012;Macadamia;Centro;3,82;-76,52;1400;20;1600;14;Ladera;Montañoso
San Pedro;2001;Papaya;Centro;3,99;-76,23;980;24;1200;14;Valle;Plano
San Pedro;2002;Papaya;Centro;3,99;-76,23;980;24;1200;14;Valle;Plano
Trujillo;2021;Granadilla;Centro;4,22;-76,33;1260;21;2100;14;Ladera;Montañoso
Tuluá;2001;Fresa;Centro;4,08;-76,19;960;24;1200;14;Valle;Plano
Tuluá;2004;Granadilla;Centro;4,08;-76,19;960;24;1200;14;Valle;Plano
Versalles;2004;Brevo;Norte;4,58;-76,2;1864;17;2400;14;Ladera;Montañoso
Versalles;2005;Brevo;Norte;4,58;-76,2;1864;17;2400;14;Ladera;Montañoso
Yotoco;2007;Lulo;Centro;3,86;-76,39;972;24;1250;14;Ladera;Montañoso
Yumbo;2016;Banano;Sur;3,58;-76,49;995;25;1050;14;Valle;Plano
Yumbo;2021;Mandarina;Sur;3,58;-76,49;995;25;1050;14,31;Valle;Plano
Alcalá;2011;Bananito;Norte;4,67;-75,89;1290;21;2100;15;Ladera;Montañoso
Alcalá;2012;Bananito;Norte;4,67;-75,89;1290;21;2100;15;Ladera;Montañoso
Andalucia;2006;Zapote;Centro;4,17;-76,16;985;24;1100;15;Valle;Plano
Ansermanuevo;2008;Pitaya;Norte;4,79;-76;1030;23;1600;15;Ladera;Montañoso
Buga;2002;Pitaya;Centro;3,9;-76,3;969;24;1050;15;Valle;Plano
Bugalagrande;2001;Granadilla;Centro;4,21;-76,16;950;25;1150;15;Valle;Plano
Cali;2007;Mora;Sur;3,45;-76,53;995;24;1450;15;Valle;Plano
Cali;2008;Mora;Sur;3,45;-76,53;995;24;1450;15;Valle;Plano
Cali;2016;Aguacate;Sur;3,45;-76,53;995;24;1450;15;Valle;Plano
Calima Darién;2000;Pitaya;Centro;3,89;-76,49;1485;18;2300;15;Ladera;Montañoso
Calima Darién;2001;Pitaya;Centro;3,89;-76,49;1485;18;2300;15;Ladera;Montañoso
Candelaria;2003;Aguacate;Sur;3,41;-76,35;973;25;1000;15;Valle;Plano
Candelaria;2004;Aguacate;Sur;3,41;-76,35;973;25;1000;15;Valle;Plano
El Aguila;2015;Granadilla;Norte;4,91;-76,04;1800;17;2600;15;Ladera;Montañoso
El Aguila;2016;Mora;Norte;4,91;-76,04;1800;17;2600;15;Ladera;Montañoso
El Cairo;2020;Maracuyá;Norte;4,76;-76,22;1850;17;2800;15;Ladera;Montañoso
El Dovio;2003;Guayaba;Norte;4,51;-76,24;1434;20;2400;15;Ladera;Montañoso
El Dovio;2011;Granadilla;Norte;4,51;-76,24;1434;20;2400;15;Ladera;Montañoso
El Dovio;2013;Granadilla;Norte;4,51;-76,24;1434;20;2400;15;Ladera;Montañoso
Ginebra;2018;Lulo;Sur;3,73;-76,27;1100;23;1300;15;Ladera;Montañoso
Jamundí;2019;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;15;Valle;Plano
Jamundí;2020;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;15;Valle;Plano
Jamundí;2022;Papaya;Sur;3,26;-76,54;975;24;1550;15;Valle;Plano
La Cumbre;2000;Papaya;Sur;3,64;-76,56;1550;19;2100;15;Ladera;Montañoso
La Cumbre;2002;Maracuyá;Sur;3,64;-76,56;1550;19;2100;15;Ladera;Montañoso
La Cumbre;2003;Maracuyá;Sur;3,64;-76,56;1550;19;2100;15;Ladera;Montañoso
La Victoria;2021;Sandía;Norte;4,52;-76,04;915;25;1100;15;Valle;Plano
La Victoria;2022;Sandía;Norte;4,52;-76,04;915;25;1100;15;Valle;Plano
Palmira;2017;Mora;Sur;3,54;-76,3;1001;24;1150;15;Valle;Plano
Pradera;2005;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Pradera;2006;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Pradera;2007;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Pradera;2008;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Pradera;2009;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Pradera;2011;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Pradera;2012;Lulo;Sur;3,42;-76,24;1070;23;1400;15;Ladera;Montañoso
Restrepo;2003;Papaya;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2004;Papaya;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2015;Tomate de Árbol;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2018;Tomate de Árbol;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2019;Tomate de Árbol;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2020;Tomate de Árbol;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2021;Tomate de Árbol;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Restrepo;2022;Tomate de Árbol;Centro;3,82;-76,52;1400;20;1600;15;Ladera;Montañoso
Riofrío;2003;Pitaya;Centro;4,16;-76,29;965;24;1300;15;Ladera;Montañoso
Riofrío;2020;Mango;Centro;4,16;-76,29;965;24;1300;15;Ladera;Montañoso
Riofrío;2021;Mora;Centro;4,16;-76,29;965;24;1300;15;Ladera;Montañoso
Riofrío;2022;Mora;Centro;4,16;-76,29;965;24;1300;15;Ladera;Montañoso
Roldanillo;2002;Mango;Norte;4,41;-76,15;966;24;1150;15;Ladera;Montañoso
Roldanillo;2005;Tomate de Árbol;Norte;4,41;-76,15;966;24;1150;15;Ladera;Montañoso
Roldanillo;2016;Mora;Norte;4,41;-76,15;966;24;1150;15;Ladera;Montañoso
Trujillo;2021;Guayaba;Centro;4,22;-76,33;1260;21;2100;15;Ladera;Montañoso
Vijes;2012;Mango;Sur;3,71;-76,43;987;24;1100;15;Ladera;Montañoso
Yumbo;2001;Mora;Sur;3,58;-76,49;995;25;1050;15;Valle;Plano
Yumbo;2002;Mora;Sur;3,58;-76,49;995;25;1050;15;Valle;Plano
Yumbo;2015;Mora;Sur;3,58;-76,49;995;25;1050;15;Valle;Plano
Pradera;2021;Mandarina;Sur;3,42;-76,24;1070;23;1400;15,01;Ladera;Montañoso
Obando;2021;Limón;Norte;4,58;-75,97;917;25;1200;15,43;Valle;Plano
Palmira;2018;Mora;Sur;3,54;-76,3;1001;24;1150;15,5;Valle;Plano
Argelia;2012;Mora;Norte;4,48;-76,11;1560;20;2200;16;Ladera;Montañoso
Buga;2003;Fresa;Centro;3,9;-76,3;969;24;1050;16;Valle;Plano
Buga;2008;Granadilla;Centro;3,9;-76,3;969;24;1050;16;Valle;Plano
Buga;2016;Guayaba;Centro;3,9;-76,3;969;24;1050;16;Valle;Plano
Buga;2017;Guayaba;Centro;3,9;-76,3;969;24;1050;16;Valle;Plano
Buga;2018;Curuba;Centro;3,9;-76,3;969;24;1050;16;Valle;Plano
Calima Darién;2005;Brevo;Centro;3,89;-76,49;1485;18;2300;16;Ladera;Montañoso
Calima Darién;2006;Brevo;Centro;3,89;-76,49;1485;18;2300;16;Ladera;Montañoso
Cartago;2014;Lulo;Norte;4,75;-75,91;917;25;1300;16;Valle;Plano
El Aguila;2021;Tomate de Árbol;Norte;4,91;-76,04;1800;17;2600;16;Ladera;Montañoso
El Aguila;2022;Tomate de Árbol;Norte;4,91;-76,04;1800;17;2600;16;Ladera;Montañoso
El Cerrito;2018;Mora;Sur;3,68;-76,31;987;24;1150;16;Valle;Plano
El Dovio;2004;Guayaba;Norte;4,51;-76,24;1434;20;2400;16;Ladera;Montañoso
El Dovio;2012;Aguacate;Norte;4,51;-76,24;1434;20;2400;16;Ladera;Montañoso
Ginebra;2005;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Ginebra;2006;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Ginebra;2007;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Ginebra;2008;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Ginebra;2009;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Ginebra;2010;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Ginebra;2018;Zapote;Sur;3,73;-76,27;1100;23;1300;16;Ladera;Montañoso
Jamundí;2005;Chontaduro;Sur;3,26;-76,54;975;24;1550;16;Valle;Plano
Jamundí;2005;Tomate de Árbol;Sur;3,26;-76,54;975;24;1550;16;Valle;Plano
