Municipio;año;Cultivo;Subregion;Latitud;Longitud;Altitud (msnm);Temp, Promedio (°C);Precipitación (mm/año);Produccion_toneladas;Clasificacion;Relieve Predominante
Jamundí;2001;Plátano;Sur;3,26;-76,54;975;24;1550;311;Valle;Plano
Jamundí;2002;Plátano;Sur;3,26;-76,54;975;24;1550;311;Valle;Plano
Bolivar;2007;Granadilla;Norte;4,34;-76,18;978;24;1100;312;Ladera;Montañoso
Bolivar;2009;Granadilla;Norte;4,34;-76,18;978;24;1100;312;Ladera;Montañoso
Buenaventura;2019;Guayaba;Pacifico;3,88;-77,03;7;27;7000;312;Costa;Costero
Guacarí;2017;Tomate de Árbol;Centro;3,76;-76,33;980;24;1100;312;Valle;Plano
La Unión;2019;Piña;Norte;4,53;-76,1;975;24;1100;312;Ladera;Montañoso
San Pedro;2022;Limón;Centro;3,99;-76,23;980;24;1200;312;Valle;Plano
Tuluá;2016;Fresa;Centro;4,08;-76,19;960;24;1200;312,5;Valle;Plano
Candelaria;2016;Cítricos;Sur;3,41;-76,35;973;25;1000;313;Valle;Plano
Candelaria;2020;Cítricos;Sur;3,41;-76,35;973;25;1000;314,4;Valle;Plano
Candelaria;2017;Cítricos;Sur;3,41;-76,35;973;25;1000;314,5;Valle;Plano
Alcalá;2011;Banano;Norte;4,67;-75,89;1290;21;2100;315;Ladera;Montañoso
Alcalá;2015;Aguacate;Norte;4,67;-75,89;1290;21;2100;315;Ladera;Montañoso
Ansermanuevo;2008;Maracuyá;Norte;4,79;-76;1030;23;1600;315;Ladera;Montañoso
Buga;2000;Papaya;Centro;3,9;-76,3;969;24;1050;315;Valle;Plano
Cali;2004;Guayaba;Sur;3,45;-76,53;995;24;1450;315;Valle;Plano
Cali;2005;Guayaba;Sur;3,45;-76,53;995;24;1450;315;Valle;Plano
Cali;2006;Guayaba;Sur;3,45;-76,53;995;24;1450;315;Valle;Plano
Cartago;2020;Banano;Norte;4,75;-75,91;917;25;1300;315;Valle;Plano
Florida;2016;Piña;Sur;3,32;-76,23;1038;23;1500;315;Ladera;Montañoso
Jamundí;2012;Piña;Sur;3,26;-76,54;975;24;1550;315;Valle;Plano
Restrepo;2008;Aguacate;Centro;3,82;-76,52;1400;20;1600;315;Ladera;Montañoso
Tuluá;2005;Guanábana;Centro;4,08;-76,19;960;24;1200;315;Valle;Plano
Tuluá;2021;Fresa;Centro;4,08;-76,19;960;24;1200;315;Valle;Plano
Ulloa;2016;Piña;Norte;4,7;-75,84;1350;21;2100;315;Ladera;Montañoso
Dagua;2022;Limón;Sur;3,66;-76,69;828;24;2200;317,12;Ladera;Montañoso
Buga;2002;Curuba;Centro;3,9;-76,3;969;24;1050;318;Valle;Plano
Calima Darién;2017;Aguacate;Centro;3,89;-76,49;1485;18;2300;318;Ladera;Montañoso
Cartago;2016;Aguacate;Norte;4,75;-75,91;917;25;1300;318;Valle;Plano
Trujillo;2019;Papaya;Centro;4,22;-76,33;1260;21;2100;319;Ladera;Montañoso
La Unión;2018;Aguacate;Norte;4,53;-76,1;975;24;1100;319,2;Ladera;Montañoso
Alcalá;2013;Papaya;Norte;4,67;-75,89;1290;21;2100;320;Ladera;Montañoso
El Cerrito;2018;Aguacate;Sur;3,68;-76,31;987;24;1150;320;Valle;Plano
El Dovio;2009;Banano;Norte;4,51;-76,24;1434;20;2400;320;Ladera;Montañoso
Florida;2000;Mora;Sur;3,32;-76,23;1038;23;1500;320;Ladera;Montañoso
Guacarí;2019;Papaya;Centro;3,76;-76,33;980;24;1100;320;Valle;Plano
Toro;2005;Melón;Norte;4,61;-76,08;950;24;1200;3680;Ladera;Montañoso
Pradera;2000;Guayaba;Sur;3,42;-76,24;1070;23;1400;320;Ladera;Montañoso
Pradera;2001;Guayaba;Sur;3,42;-76,24;1070;23;1400;320;Ladera;Montañoso
Pradera;2002;Guayaba;Sur;3,42;-76,24;1070;23;1400;320;Ladera;Montañoso
Pradera;2004;Macadamia;Sur;3,42;-76,24;1070;23;1400;320;Ladera;Montañoso
Pradera;2020;Mora;Sur;3,42;-76,24;1070;23;1400;320;Ladera;Montañoso
Sevilla;2008;Lulo;Centro;4,26;-75,93;1612;19;2200;320;Ladera;Montañoso
Yotoco;2014;Piña;Centro;3,86;-76,39;972;24;1250;320;Ladera;Montañoso
Roldanillo;2005;Melón;Norte;4,41;-76,15;966;24;1150;4920;Ladera;Montañoso
La Unión;2005;Melón;Norte;4,53;-76,1;975;24;1100;6764;Ladera;Montañoso
Zarzal;2019;Papaya;Norte;4,39;-76,07;916;25;1150;320;Valle;Plano
Versalles;2017;Aguacate;Norte;4,58;-76,2;1864;17;2400;321;Ladera;Montañoso
Versalles;2018;Aguacate;Norte;4,58;-76,2;1864;17;2400;321;Ladera;Montañoso
Bolivar;2012;Tomate de Árbol;Norte;4,34;-76,18;978;24;1100;322;Ladera;Montañoso
La Unión;2002;Granadilla;Norte;4,53;-76,1;975;24;1100;322;Ladera;Montañoso
Ginebra;2012;Cítricos;Sur;3,73;-76,27;1100;23;1300;323;Ladera;Montañoso
San Pedro;2004;Cítricos;Centro;3,99;-76,23;980;24;1200;323;Valle;Plano
San Pedro;2005;Cítricos;Centro;3,99;-76,23;980;24;1200;323;Valle;Plano
Bolivar;2005;Melón;Norte;4,34;-76,18;978;24;1100;7560;Ladera;Montañoso
Roldanillo;2000;Vid;Norte;4,41;-76,15;966;24;1150;323,4;Ladera;Montañoso
Ansermanuevo;2000;Cítricos;Norte;4,79;-76;1030;23;1600;324;Ladera;Montañoso
Ansermanuevo;2001;Cítricos;Norte;4,79;-76;1030;23;1600;324;Ladera;Montañoso
Ansermanuevo;2002;Cítricos;Norte;4,79;-76;1030;23;1600;324;Ladera;Montañoso
Ginebra;2000;Cítricos;Sur;3,73;-76,27;1100;23;1300;324;Ladera;Montañoso
Jamundí;2005;Mora;Sur;3,26;-76,54;975;24;1550;324;Valle;Plano
Yumbo;2006;Melón;Sur;3,58;-76,49;995;25;1050;33;Valle;Plano
Trujillo;2014;Lulo;Centro;4,22;-76,33;1260;21;2100;324;Ladera;Montañoso
Tuluá;2019;Curuba;Centro;4,08;-76,19;960;24;1200;324;Valle;Plano
Yumbo;2016;Aguacate;Sur;3,58;-76,49;995;25;1050;324;Valle;Plano
Florida;2022;Mandarina;Sur;3,32;-76,23;1038;23;1500;324,52;Ladera;Montañoso
Trujillo;2022;Limón;Centro;4,22;-76,33;1260;21;2100;324,8;Ladera;Montañoso
Andalucia;2000;Banano;Centro;4,17;-76,16;985;24;1100;325;Valle;Plano
Andalucia;2001;Banano;Centro;4,17;-76,16;985;24;1100;325;Valle;Plano
Andalucia;2002;Banano;Centro;4,17;-76,16;985;24;1100;325;Valle;Plano
Buga;2003;Mora;Centro;3,9;-76,3;969;24;1050;325;Valle;Plano
Pradera;2005;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2006;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2007;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2008;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2009;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2013;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2014;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2015;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Pradera;2016;Cítricos;Sur;3,42;-76,24;1070;23;1400;325;Ladera;Montañoso
Ansermanuevo;2003;Cítricos;Norte;4,79;-76;1030;23;1600;326;Ladera;Montañoso
Ansermanuevo;2004;Cítricos;Norte;4,79;-76;1030;23;1600;326;Ladera;Montañoso
Ansermanuevo;2005;Cítricos;Norte;4,79;-76;1030;23;1600;326;Ladera;Montañoso
Ansermanuevo;2006;Cítricos;Norte;4,79;-76;1030;23;1600;326;Ladera;Montañoso
Ansermanuevo;2007;Cítricos;Norte;4,79;-76;1030;23;1600;326;Ladera;Montañoso
Candelaria;2015;Cítricos;Sur;3,41;-76,35;973;25;1000;326;Valle;Plano
Riofrío;2008;Lulo;Centro;4,16;-76,29;965;24;1300;326;Ladera;Montañoso
El Cerrito;2021;Aguacate;Sur;3,68;-76,31;987;24;1150;328;Valle;Plano
El Cerrito;2022;Aguacate;Sur;3,68;-76,31;987;24;1150;328;Valle;Plano
Riofrío;2018;Aguacate;Centro;4,16;-76,29;965;24;1300;328;Ladera;Montañoso
Candelaria;2009;Cítricos;Sur;3,41;-76,35;973;25;1000;329;Valle;Plano
San Pedro;2006;Cítricos;Centro;3,99;-76,23;980;24;1200;329;Valle;Plano
Andalucia;2019;Papaya;Centro;4,17;-76,16;985;24;1100;330;Valle;Plano
Andalucia;2022;Maracuyá;Centro;4,17;-76,16;985;24;1100;330;Valle;Plano
Buga;2010;Tomate de Árbol;Centro;3,9;-76,3;969;24;1050;330;Valle;Plano
Buga;2011;Guayaba;Centro;3,9;-76,3;969;24;1050;330;Valle;Plano
Buga;2012;Guayaba;Centro;3,9;-76,3;969;24;1050;330;Valle;Plano
Bugalagrande;2020;Aguacate;Centro;4,21;-76,16;950;25;1150;330;Valle;Plano
Caicedonia;2010;Maracuyá;Centro;4,33;-75,83;1100;22;2100;330;Ladera;Montañoso
Dagua;2018;Guanábana;Sur;3,66;-76,69;828;24;2200;330;Ladera;Montañoso
El Aguila;2011;Cítricos;Norte;4,91;-76,04;1800;17;2600;330;Ladera;Montañoso
Florida;2017;Papaya;Sur;3,32;-76,23;1038;23;1500;330;Ladera;Montañoso
Florida;2018;Papaya;Sur;3,32;-76,23;1038;23;1500;330;Ladera;Montañoso
Florida;2019;Papaya;Sur;3,32;-76,23;1038;23;1500;330;Ladera;Montañoso
Florida;2020;Papaya;Sur;3,32;-76,23;1038;23;1500;330;Ladera;Montañoso
Ginebra;2013;Cítricos;Sur;3,73;-76,27;1100;23;1300;330;Ladera;Montañoso
Ginebra;2014;Cítricos;Sur;3,73;-76,27;1100;23;1300;330;Ladera;Montañoso
Guacarí;2020;Papaya;Centro;3,76;-76,33;980;24;1100;330;Valle;Plano
Jamundí;2016;Maracuyá;Sur;3,26;-76,54;975;24;1550;330;Valle;Plano
La Victoria;2004;Maracuyá;Norte;4,52;-76,04;915;25;1100;330;Valle;Plano
Pradera;2010;Cítricos;Sur;3,42;-76,24;1070;23;1400;330;Ladera;Montañoso
Sevilla;2022;Granadilla;Centro;4,26;-75,93;1612;19;2200;330;Ladera;Montañoso
Sevilla;2022;Guanábana;Centro;4,26;-75,93;1612;19;2200;330;Ladera;Montañoso
Trujillo;2015;Cítricos;Centro;4,22;-76,33;1260;21;2100;330;Ladera;Montañoso
Tuluá;2016;Papaya;Centro;4,08;-76,19;960;24;1200;330;Valle;Plano
Vijes;2013;Cítricos;Sur;3,71;-76,43;987;24;1100;330;Ladera;Montañoso
Vijes;2022;Maracuyá;Sur;3,71;-76,43;987;24;1100;330;Ladera;Montañoso
Yumbo;2013;Aguacate;Sur;3,58;-76,49;995;25;1050;330;Valle;Plano
Yumbo;2022;Papaya;Sur;3,58;-76,49;995;25;1050;330,5;Valle;Plano
Andalucia;2003;Banano;Centro;4,17;-76,16;985;24;1100;331;Valle;Plano
Andalucia;2004;Banano;Centro;4,17;-76,16;985;24;1100;331;Valle;Plano
Andalucia;2005;Banano;Centro;4,17;-76,16;985;24;1100;331;Valle;Plano
Yumbo;2014;Aguacate;Sur;3,58;-76,49;995;25;1050;331;Valle;Plano
Palmira;2018;Maracuyá;Sur;3,54;-76,3;1001;24;1150;331,2;Valle;Plano
Palmira;2019;Maracuyá;Sur;3,54;-76,3;1001;24;1150;331,2;Valle;Plano
Alcalá;2021;Guanábana;Norte;4,67;-75,89;1290;21;2100;331,63;Ladera;Montañoso
Cartago;2003;Banano;Norte;4,75;-75,91;917;25;1300;332;Valle;Plano
Cartago;2004;Banano;Norte;4,75;-75,91;917;25;1300;332;Valle;Plano
Jamundí;2004;Mora;Sur;3,26;-76,54;975;24;1550;332;Valle;Plano
Ginebra;2002;Mora;Sur;3,73;-76,27;1100;23;1300;333;Ladera;Montañoso
La Unión;2021;Plátano;Norte;4,53;-76,1;975;24;1100;333;Ladera;Montañoso
La Unión;2021;Aguacate Hass;Norte;4,53;-76,1;975;24;1100;333,06;Ladera;Montañoso
Candelaria;2008;Cítricos;Sur;3,41;-76,35;973;25;1000;334;Valle;Plano
Candelaria;2010;Cítricos;Sur;3,41;-76,35;973;25;1000;334;Valle;Plano
Candelaria;2011;Cítricos;Sur;3,41;-76,35;973;25;1000;334;Valle;Plano
La Cumbre;2011;Banano;Sur;3,64;-76,56;1550;19;2100;334;Ladera;Montañoso
Jamundí;2008;Mango;Sur;3,26;-76,54;975;24;1550;335;Valle;Plano
Zarzal;2022;Mandarina;Norte;4,39;-76,07;916;25;1150;335,4;Valle;Plano
Zarzal;2021;Mandarina;Norte;4,39;-76,07;916;25;1150;335,51;Valle;Plano
Alcalá;2022;Guayaba;Norte;4,67;-75,89;1290;21;2100;336;Ladera;Montañoso
Andalucia;2013;Papaya;Centro;4,17;-76,16;985;24;1100;336;Valle;Plano
Bolivar;2008;Granadilla;Norte;4,34;-76,18;978;24;1100;336;Ladera;Montañoso
Trujillo;2006;Melón;Centro;4,22;-76,33;1260;21;2100;114;Ladera;Montañoso
Restrepo;2015;Aguacate;Centro;3,82;-76,52;1400;20;1600;336;Ladera;Montañoso
Riofrío;2004;Guayaba;Centro;4,16;-76,29;965;24;1300;336;Ladera;Montañoso
Roldanillo;2000;Banano;Norte;4,41;-76,15;966;24;1150;336;Ladera;Montañoso
Roldanillo;2006;Lulo;Norte;4,41;-76,15;966;24;1150;336;Ladera;Montañoso
Roldanillo;2007;Lulo;Norte;4,41;-76,15;966;24;1150;336;Ladera;Montañoso
San Pedro;2022;Papaya;Centro;3,99;-76,23;980;24;1200;336;Valle;Plano
Vijes;2016;Cítricos;Sur;3,71;-76,43;987;24;1100;336;Ladera;Montañoso
Yumbo;2017;Aguacate;Sur;3,58;-76,49;995;25;1050;336;Valle;Plano
Guacarí;2022;Mora;Centro;3,76;-76,33;980;24;1100;336,6;Valle;Plano
Ansermanuevo;2022;Naranja;Norte;4,79;-76;1030;23;1600;336,78;Ladera;Montañoso
El Aguila;2016;Piña;Norte;4,91;-76,04;1800;17;2600;338;Ladera;Montañoso
Alcalá;2020;Papaya;Norte;4,67;-75,89;1290;21;2100;340;Ladera;Montañoso
Ansermanuevo;2000;Banano;Norte;4,79;-76;1030;23;1600;340;Ladera;Montañoso
Ansermanuevo;2001;Banano;Norte;4,79;-76;1030;23;1600;340;Ladera;Montañoso
Buga;2016;Papaya;Centro;3,9;-76,3;969;24;1050;340;Valle;Plano
Buga;2017;Papaya;Centro;3,9;-76,3;969;24;1050;340;Valle;Plano
El Cerrito;2006;Cítricos;Sur;3,68;-76,31;987;24;1150;340;Valle;Plano
El Cerrito;2007;Cítricos;Sur;3,68;-76,31;987;24;1150;340;Valle;Plano
El Dovio;2011;Plátano;Norte;4,51;-76,24;1434;20;2400;340;Ladera;Montañoso
Pradera;2005;Guayaba;Sur;3,42;-76,24;1070;23;1400;340;Ladera;Montañoso
Pradera;2006;Guanábana;Sur;3,42;-76,24;1070;23;1400;340;Ladera;Montañoso
Pradera;2006;Guayaba;Sur;3,42;-76,24;1070;23;1400;340;Ladera;Montañoso
Pradera;2007;Guanábana;Sur;3,42;-76,24;1070;23;1400;340;Ladera;Montañoso
Pradera;2007;Guayaba;Sur;3,42;-76,24;1070;23;1400;340;Ladera;Montañoso
Vijes;2013;Banano;Sur;3,71;-76,43;987;24;1100;340;Ladera;Montañoso
Buga;2003;Guayaba;Centro;3,9;-76,3;969;24;1050;341;Valle;Plano
Roldanillo;2009;Cítricos;Norte;4,41;-76,15;966;24;1150;341;Ladera;Montañoso
Yumbo;2018;Mango;Sur;3,58;-76,49;995;25;1050;341;Valle;Plano
Ansermanuevo;2018;Aguacate;Norte;4,79;-76;1030;23;1600;342;Ladera;Montañoso
Buga;2003;Curuba;Centro;3,9;-76,3;969;24;1050;342;Valle;Plano
El Cerrito;2004;Cítricos;Sur;3,68;-76,31;987;24;1150;342;Valle;Plano
El Cerrito;2005;Cítricos;Sur;3,68;-76,31;987;24;1150;342;Valle;Plano
Obando;2017;Cítricos;Norte;4,58;-75,97;917;25;1200;342;Valle;Plano
Obando;2018;Cítricos;Norte;4,58;-75,97;917;25;1200;342;Valle;Plano
Riofrío;2019;Cítricos;Centro;4,16;-76,29;965;24;1300;342;Ladera;Montañoso
San Pedro;2003;Cítricos;Centro;3,99;-76,23;980;24;1200;342;Valle;Plano
La Unión;2000;Guayaba;Norte;4,53;-76,1;975;24;1100;343;Ladera;Montañoso
Pradera;2003;Banano;Sur;3,42;-76,24;1070;23;1400;343;Ladera;Montañoso
Pradera;2004;Banano;Sur;3,42;-76,24;1070;23;1400;343;Ladera;Montañoso
San Pedro;2007;Cítricos;Centro;3,99;-76,23;980;24;1200;343;Valle;Plano
San Pedro;2008;Cítricos;Centro;3,99;-76,23;980;24;1200;343;Valle;Plano
El Dovio;2012;Banano;Norte;4,51;-76,24;1434;20;2400;344;Ladera;Montañoso
La Cumbre;2016;Banano;Sur;3,64;-76,56;1550;19;2100;344;Ladera;Montañoso
Tuluá;2020;Fresa;Centro;4,08;-76,19;960;24;1200;345;Valle;Plano
Tuluá;2022;Papaya;Centro;4,08;-76,19;960;24;1200;345;Valle;Plano
Yotoco;2008;Guayaba;Centro;3,86;-76,39;972;24;1250;345;Ladera;Montañoso
Restrepo;2022;Naranja;Centro;3,82;-76,52;1400;20;1600;346;Ladera;Montañoso
Restrepo;2004;Banano;Centro;3,82;-76,52;1400;20;1600;347;Ladera;Montañoso
Zarzal;2013;Piña;Norte;4,39;-76,07;916;25;1150;347;Valle;Plano
Yumbo;2020;Mango;Sur;3,58;-76,49;995;25;1050;347,1;Valle;Plano
Bolivar;2000;Banano;Norte;4,34;-76,18;978;24;1100;348;Ladera;Montañoso
Bolivar;2001;Banano;Norte;4,34;-76,18;978;24;1100;348;Ladera;Montañoso
Bolivar;2002;Banano;Norte;4,34;-76,18;978;24;1100;348;Ladera;Montañoso
Ginebra;2015;Cítricos;Sur;3,73;-76,27;1100;23;1300;348;Ladera;Montañoso
Ginebra;2016;Cítricos;Sur;3,73;-76,27;1100;23;1300;348;Ladera;Montañoso
Jamundí;2003;Mora;Sur;3,26;-76,54;975;24;1550;348;Valle;Plano
Trujillo;2008;Mora;Centro;4,22;-76,33;1260;21;2100;348;Ladera;Montañoso
La Cumbre;2014;Banano;Sur;3,64;-76,56;1550;19;2100;349;Ladera;Montañoso
La Cumbre;2015;Banano;Sur;3,64;-76,56;1550;19;2100;349;Ladera;Montañoso
Restrepo;2009;Aguacate;Centro;3,82;-76,52;1400;20;1600;349;Ladera;Montañoso
La Unión;2019;Maracuyá;Norte;4,53;-76,1;975;24;1100;349,35;Ladera;Montañoso
Riofrío;2019;Lulo;Centro;4,16;-76,29;965;24;1300;349,8;Ladera;Montañoso
Andalucia;2011;Maracuyá;Centro;4,17;-76,16;985;24;1100;350;Valle;Plano
Andalucia;2012;Maracuyá;Centro;4,17;-76,16;985;24;1100;350;Valle;Plano
Ansermanuevo;2003;Granadilla;Norte;4,79;-76;1030;23;1600;350;Ladera;Montañoso
Bolivar;2000;Lulo;Norte;4,34;-76,18;978;24;1100;350;Ladera;Montañoso
Bugalagrande;2008;Aguacate;Centro;4,21;-76,16;950;25;1150;350;Valle;Plano
Calima Darién;2006;Lulo;Centro;3,89;-76,49;1485;18;2300;350;Ladera;Montañoso
Cartago;2001;Banano;Norte;4,75;-75,91;917;25;1300;350;Valle;Plano
Cartago;2002;Banano;Norte;4,75;-75,91;917;25;1300;350;Valle;Plano
Cartago;2005;Banano;Norte;4,75;-75,91;917;25;1300;350;Valle;Plano
Cartago;2022;Banano;Norte;4,75;-75,91;917;25;1300;350;Valle;Plano
Dagua;2007;Aguacate;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
Dagua;2008;Aguacate;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
Dagua;2009;Aguacate;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
Dagua;2010;Aguacate;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
Dagua;2011;Aguacate;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
Dagua;2012;Aguacate;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
Dagua;2021;Guanábana;Sur;3,66;-76,69;828;24;2200;350;Ladera;Montañoso
El Cerrito;2013;Cítricos;Sur;3,68;-76,31;987;24;1150;350;Valle;Plano
Florida;2013;Piña;Sur;3,32;-76,23;1038;23;1500;350;Ladera;Montañoso
Guacarí;2006;Lulo;Centro;3,76;-76,33;980;24;1100;350;Valle;Plano
Guacarí;2006;Mora;Centro;3,76;-76,33;980;24;1100;350;Valle;Plano
Guacarí;2021;Vid;Centro;3,76;-76,33;980;24;1100;350;Valle;Plano
Jamundí;2003;Plátano;Sur;3,26;-76,54;975;24;1550;350;Valle;Plano
Jamundí;2009;Mango;Sur;3,26;-76,54;975;24;1550;350;Valle;Plano
La Unión;2013;Cítricos;Norte;4,53;-76,1;975;24;1100;350;Ladera;Montañoso
La Unión;2014;Cítricos;Norte;4,53;-76,1;975;24;1100;350;Ladera;Montañoso
La Victoria;2018;Banano;Norte;4,52;-76,04;915;25;1100;350;Valle;Plano
Obando;2016;Papaya;Norte;4,58;-75,97;917;25;1200;350;Valle;Plano
Palmira;2002;Guayaba;Sur;3,54;-76,3;1001;24;1150;350;Valle;Plano
Pradera;2005;Banano;Sur;3,42;-76,24;1070;23;1400;350;Ladera;Montañoso
Pradera;2006;Banano;Sur;3,42;-76,24;1070;23;1400;350;Ladera;Montañoso
Pradera;2007;Banano;Sur;3,42;-76,24;1070;23;1400;350;Ladera;Montañoso
Restrepo;2011;Pitaya;Centro;3,82;-76,52;1400;20;1600;350;Ladera;Montañoso
Riofrío;2008;Guayaba;Centro;4,16;-76,29;965;24;1300;350;Ladera;Montañoso
Riofrío;2009;Guayaba;Centro;4,16;-76,29;965;24;1300;350;Ladera;Montañoso
Roldanillo;2005;Pitaya;Norte;4,41;-76,15;966;24;1150;350;Ladera;Montañoso
Roldanillo;2012;Cítricos;Norte;4,41;-76,15;966;24;1150;350;Ladera;Montañoso
Roldanillo;2013;Cítricos;Norte;4,41;-76,15;966;24;1150;350;Ladera;Montañoso
Roldanillo;2014;Cítricos;Norte;4,41;-76,15;966;24;1150;350;Ladera;Montañoso
Roldanillo;2015;Cítricos;Norte;4,41;-76,15;966;24;1150;350;Ladera;Montañoso
Roldanillo;2017;Sandía;Norte;4,41;-76,15;966;24;1150;350;Ladera;Montañoso
San Pedro;2010;Cítricos;Centro;3,99;-76,23;980;24;1200;350;Valle;Plano
San Pedro;2011;Cítricos;Centro;3,99;-76,23;980;24;1200;350;Valle;Plano
San Pedro;2014;Maracuyá;Centro;3,99;-76,23;980;24;1200;350;Valle;Plano
Trujillo;2022;Aguacate;Centro;4,22;-76,33;1260;21;2100;350;Ladera;Montañoso
Vijes;2001;Plátano;Sur;3,71;-76,43;987;24;1100;350;Ladera;Montañoso
Yotoco;2020;Papaya;Centro;3,86;-76,39;972;24;1250;350;Ladera;Montañoso
Yumbo;2008;Piña;Sur;3,58;-76,49;995;25;1050;350;Valle;Plano
Yumbo;2012;Piña;Sur;3,58;-76,49;995;25;1050;350;Valle;Plano
La Unión;2022;Banano;Norte;4,53;-76,1;975;24;1100;350,3;Ladera;Montañoso
Roldanillo;2010;Cítricos;Norte;4,41;-76,15;966;24;1150;351;Ladera;Montañoso
Zarzal;2015;Guanábana;Norte;4,39;-76,07;916;25;1150;351;Valle;Plano
Alcalá;2021;Maracuyá;Norte;4,67;-75,89;1290;21;2100;351,23;Ladera;Montañoso
Palmira;2012;Maracuyá;Sur;3,54;-76,3;1001;24;1150;352;Valle;Plano
Trujillo;2014;Cítricos;Centro;4,22;-76,33;1260;21;2100;352;Ladera;Montañoso
Tuluá;2008;Aguacate;Centro;4,08;-76,19;960;24;1200;352;Valle;Plano
Bolivar;2004;Vid;Norte;4,34;-76,18;978;24;1100;353;Ladera;Montañoso
Restrepo;2008;Banano;Centro;3,82;-76,52;1400;20;1600;353;Ladera;Montañoso
Zarzal;2011;Maracuyá;Norte;4,39;-76,07;916;25;1150;354;Valle;Plano
La Cumbre;2013;Banano;Sur;3,64;-76,56;1550;19;2100;355;Ladera;Montañoso
Pradera;2000;Banano;Sur;3,42;-76,24;1070;23;1400;357;Ladera;Montañoso
Pradera;2001;Banano;Sur;3,42;-76,24;1070;23;1400;357;Ladera;Montañoso
Pradera;2002;Banano;Sur;3,42;-76,24;1070;23;1400;357;Ladera;Montañoso
Restrepo;2014;Aguacate;Centro;3,82;-76,52;1400;20;1600;357;Ladera;Montañoso
Ulloa;2002;Plátano;Norte;4,7;-75,84;1350;21;2100;357;Ladera;Montañoso
Alcalá;2007;Aguacate;Norte;4,67;-75,89;1290;21;2100;358;Ladera;Montañoso
Yumbo;2001;Piña;Sur;3,58;-76,49;995;25;1050;358;Valle;Plano
Candelaria;2013;Cítricos;Sur;3,41;-76,35;973;25;1000;359;Valle;Plano
Andalucia;2019;Maracuyá;Centro;4,17;-76,16;985;24;1100;360;Valle;Plano
Andalucia;2020;Maracuyá;Centro;4,17;-76,16;985;24;1100;360;Valle;Plano
Andalucia;2022;Aguacate;Centro;4,17;-76,16;985;24;1100;360;Valle;Plano
Bolivar;2006;Granadilla;Norte;4,34;-76,18;978;24;1100;360;Ladera;Montañoso
Bugalagrande;2009;Aguacate;Centro;4,21;-76,16;950;25;1150;360;Valle;Plano
Bugalagrande;2020;Aguacate Hass;Centro;4,21;-76,16;950;25;1150;360;Valle;Plano
Calima Darién;2015;Aguacate;Centro;3,89;-76,49;1485;18;2300;360;Ladera;Montañoso
Candelaria;2012;Cítricos;Sur;3,41;-76,35;973;25;1000;360;Valle;Plano
El Cerrito;2017;Banano;Sur;3,68;-76,31;987;24;1150;360;Valle;Plano
El Dovio;2002;Lulo;Norte;4,51;-76,24;1434;20;2400;360;Ladera;Montañoso
El Dovio;2015;Lulo;Norte;4,51;-76,24;1434;20;2400;360;Ladera;Montañoso
Florida;2012;Macadamia;Sur;3,32;-76,23;1038;23;1500;360;Ladera;Montañoso
Florida;2014;Mora;Sur;3,32;-76,23;1038;23;1500;360;Ladera;Montañoso
La Victoria;2002;Guayaba;Norte;4,52;-76,04;915;25;1100;360;Valle;Plano
Palmira;2005;Guayaba;Sur;3,54;-76,3;1001;24;1150;360;Valle;Plano
Riofrío;2017;Piña;Centro;4,16;-76,29;965;24;1300;360;Ladera;Montañoso
Riofrío;2018;Piña;Centro;4,16;-76,29;965;24;1300;360;Ladera;Montañoso
Tuluá;2013;Lulo;Centro;4,08;-76,19;960;24;1200;360;Valle;Plano
Tuluá;2021;Tomate de Árbol;Centro;4,08;-76,19;960;24;1200;360;Valle;Plano
Versalles;2013;Maracuyá;Norte;4,58;-76,2;1864;17;2400;360;Ladera;Montañoso
Versalles;2014;Maracuyá;Norte;4,58;-76,2;1864;17;2400;360;Ladera;Montañoso
Vijes;2014;Cítricos;Sur;3,71;-76,43;987;24;1100;360;Ladera;Montañoso
Yotoco;2013;Aguacate;Centro;3,86;-76,39;972;24;1250;360;Ladera;Montañoso
Yotoco;2013;Guayaba;Centro;3,86;-76,39;972;24;1250;360;Ladera;Montañoso
Yotoco;2020;Aguacate;Centro;3,86;-76,39;972;24;1250;360;Ladera;Montañoso
